ACC,F1,PRAUC,ROCAUC,loss,val_ACC,val_F1,val_PRAUC,val_ROCAUC,val_loss
0.631913423538208,0.6398369669914246,0.6365752816200256,0.64267498254776,0.6448971629142761,0.735831618309021,0.7397478818893433,0.8037176728248596,0.795547604560852,0.5527768135070801
0.7061017751693726,0.7124360203742981,0.7600151300430298,0.7511258125305176,0.5544954538345337,0.7884438037872314,0.7864063382148743,0.8719198703765869,0.8650506734848022,0.44268783926963806
0.7658761143684387,0.7702410221099854,0.8292688131332397,0.8198996186256409,0.47779643535614014,0.8207495212554932,0.8229749202728271,0.9023624658584595,0.8951418399810791,0.37904199957847595
0.7997236847877502,0.8031126260757446,0.8647943139076233,0.856623649597168,0.42898571491241455,0.8517629504203796,0.8525983095169067,0.931329607963562,0.9278126358985901,0.3287118375301361
0.8169928789138794,0.8197125792503357,0.8834969997406006,0.8768095970153809,0.39983931183815,0.8637622594833374,0.8656036257743835,0.9311248660087585,0.9262224435806274,0.32110899686813354
0.8317292332649231,0.8341797590255737,0.9005277752876282,0.8955562710762024,0.3733784556388855,0.8643160462379456,0.8626736998558044,0.9357219934463501,0.9343506693840027,0.3129052519798279
0.8419064879417419,0.8440431356430054,0.9115660190582275,0.9070308804512024,0.35394272208213806,0.8868377208709717,0.8867482542991638,0.9556707143783569,0.9526804089546204,0.2613796591758728
0.8545705676078796,0.8562915325164795,0.9230829477310181,0.9193719029426575,0.33396920561790466,0.909544050693512,0.9087790250778198,0.9655689597129822,0.9638860821723938,0.22636191546916962
0.8674649000167847,0.8689991235733032,0.931576669216156,0.9285786747932434,0.31637871265411377,0.9012368321418762,0.8993861675262451,0.9630073308944702,0.9621215462684631,0.2387842983007431
0.8709186911582947,0.87229323387146,0.9363955855369568,0.9336193203926086,0.30438172817230225,0.9213587045669556,0.9209886789321899,0.9727242588996887,0.9716619849205017,0.2022571712732315
0.8752475380897522,0.8764835000038147,0.9436138868331909,0.940474808216095,0.2894619405269623,0.9160051941871643,0.9159284830093384,0.9717937111854553,0.9709551334381104,0.20925039052963257
0.882753849029541,0.8838217258453369,0.9483250975608826,0.9464946985244751,0.2777192294597626,0.9219124913215637,0.9212238788604736,0.9746277332305908,0.9741997718811035,0.1965591013431549
0.8887404799461365,0.8898005485534668,0.9534046649932861,0.9517717957496643,0.2632291316986084,0.9311426877975464,0.9305948615074158,0.9802436232566833,0.9801172614097595,0.17549052834510803
0.8935298323631287,0.8944612741470337,0.9563378095626831,0.9543864727020264,0.2560793161392212,0.9398190975189209,0.9396927356719971,0.9829807877540588,0.9827268123626709,0.16215382516384125
0.8987796306610107,0.8996742963790894,0.960778534412384,0.9592434167861938,0.24357058107852936,0.9285582304000854,0.9281787872314453,0.9798350930213928,0.9795877933502197,0.17786283791065216
0.9025098085403442,0.903319239616394,0.9634246230125427,0.9619518518447876,0.23550808429718018,0.9232047200202942,0.922566294670105,0.9773449301719666,0.9770870208740234,0.18852649629116058
0.9040294885635376,0.904847264289856,0.9651669859886169,0.9636115431785583,0.2307366281747818,0.9302196502685547,0.9292938709259033,0.9806174039840698,0.9806488752365112,0.17460109293460846
0.9078056812286377,0.9085975885391235,0.9672691226005554,0.9657116532325745,0.22371241450309753,0.9401882886886597,0.9399149417877197,0.9842063784599304,0.9841208457946777,0.15688380599021912
0.9117200374603271,0.912459135055542,0.9682325124740601,0.9669447541236877,0.21974068880081177,0.9501569271087646,0.9498820304870605,0.9884017705917358,0.9882590770721436,0.13383062183856964
0.9130554795265198,0.9137502908706665,0.9707421064376831,0.9696859121322632,0.21245183050632477,0.9311426877975464,0.9306436777114868,0.9809560775756836,0.9808302521705627,0.178676575422287
0.9150356650352478,0.9156877994537354,0.9722087383270264,0.9710639715194702,0.20754258334636688,0.9433265924453735,0.9436399936676025,0.9850736260414124,0.9845669269561768,0.15465405583381653
0.9166014194488525,0.9172939658164978,0.9736455678939819,0.9727311730384827,0.20131877064704895,0.9472032785415649,0.946989893913269,0.988152801990509,0.9881185293197632,0.1348460614681244
0.9201012849807739,0.9206476211547852,0.9750411510467529,0.9743646383285522,0.19885022938251495,0.9505261182785034,0.9503065347671509,0.9899719953536987,0.9899652004241943,0.12486118823289871
0.9247524738311768,0.9252933263778687,0.9771833419799805,0.9764246344566345,0.1898847371339798,0.952372133731842,0.9519624710083008,0.9902008175849915,0.9902246594429016,0.12316813319921494
0.9241538047790527,0.9247341156005859,0.9777400493621826,0.9768268465995789,0.1868436634540558,0.9531105756759644,0.9527474641799927,0.990532398223877,0.9906410574913025,0.1200697049498558
0.9270089864730835,0.9274955987930298,0.979668140411377,0.9788336753845215,0.17955833673477173,0.952372133731842,0.9520570039749146,0.9906402826309204,0.9907151460647583,0.12025588005781174
0.9253972172737122,0.9258991479873657,0.9792138934135437,0.9787140488624573,0.1802881956100464,0.9449880123138428,0.9451103210449219,0.9872682690620422,0.9872104525566101,0.14365814626216888
0.9295878410339355,0.9300538301467896,0.9802994728088379,0.9794192910194397,0.1757759153842926,0.956618070602417,0.9565730094909668,0.9923309087753296,0.9923656582832336,0.10934744030237198
0.9311996102333069,0.9316235780715942,0.9816550016403198,0.9808688163757324,0.16985315084457397,0.9616023898124695,0.9614573121070862,0.9936505556106567,0.9936549663543701,0.09831593185663223
0.9340547919273376,0.9345080852508545,0.9824536442756653,0.9818027019500732,0.1643296629190445,0.9470186233520508,0.9475018978118896,0.988993763923645,0.9888999462127686,0.13291382789611816
0.9352060556411743,0.9355948567390442,0.983272910118103,0.9828477501869202,0.16171759366989136,0.9505261182785034,0.9501076340675354,0.9887745380401611,0.9889283180236816,0.13367421925067902
0.9381073117256165,0.9384902715682983,0.9843441843986511,0.9837052226066589,0.15673498809337616,0.9580948948860168,0.9578263759613037,0.9925036430358887,0.9927709698677063,0.105712890625
0.9384757280349731,0.9388456344604492,0.9846966862678528,0.9842332005500793,0.15404632687568665,0.9584640860557556,0.9580674171447754,0.9923561811447144,0.9925550222396851,0.1093558818101883
0.9404559135437012,0.9407907128334045,0.9856072664260864,0.9852680563926697,0.14989888668060303,0.9538490176200867,0.95391446352005,0.9908497333526611,0.9908967614173889,0.11932113766670227
0.9399954080581665,0.9403523206710815,0.9855877757072449,0.9850666522979736,0.14955537021160126,0.9658482670783997,0.9658461809158325,0.9942721128463745,0.9945709109306335,0.09249812364578247
