"Step","efb0_15-06_8h24m46s - val_ACC","efb0_15-06_8h24m46s - val_ACC__MIN","efb0_15-06_8h24m46s - val_ACC__MAX","efb0_14-06_22h24m5s - val_ACC","efb0_14-06_22h24m5s - val_ACC__MIN","efb0_14-06_22h24m5s - val_ACC__MAX","efb0_14-06_22h21m14s - val_ACC","efb0_14-06_22h21m14s - val_ACC__MIN","efb0_14-06_22h21m14s - val_ACC__MAX","efb0_14-06_22h33m3s - val_ACC","efb0_14-06_22h33m3s - val_ACC__MIN","efb0_14-06_22h33m3s - val_ACC__MAX","efb0_15-06_8h29m23s - val_ACC","efb0_15-06_8h29m23s - val_ACC__MIN","efb0_15-06_8h29m23s - val_ACC__MAX","efb0_14-06_22h35m15s - val_ACC","efb0_14-06_22h35m15s - val_ACC__MIN","efb0_14-06_22h35m15s - val_ACC__MAX","efb0_14-06_22h40m50s - val_ACC","efb0_14-06_22h40m50s - val_ACC__MIN","efb0_14-06_22h40m50s - val_ACC__MAX","dn201_14-06_13h14m46s - val_ACC","dn201_14-06_13h14m46s - val_ACC__MIN","dn201_14-06_13h14m46s - val_ACC__MAX","dn201_14-06_13h18m7s - val_ACC","dn201_14-06_13h18m7s - val_ACC__MIN","dn201_14-06_13h18m7s - val_ACC__MAX","dn201_14-06_13h19m58s - val_ACC","dn201_14-06_13h19m58s - val_ACC__MIN","dn201_14-06_13h19m58s - val_ACC__MAX","dn201_14-06_13h11m36s - val_ACC","dn201_14-06_13h11m36s - val_ACC__MIN","dn201_14-06_13h11m36s - val_ACC__MAX","dn201_14-06_13h17m53s - val_ACC","dn201_14-06_13h17m53s - val_ACC__MIN","dn201_14-06_13h17m53s - val_ACC__MAX","inception_14-06_19h1m2s - val_ACC","inception_14-06_19h1m2s - val_ACC__MIN","inception_14-06_19h1m2s - val_ACC__MAX","inception_14-06_18h53m23s - val_ACC","inception_14-06_18h53m23s - val_ACC__MIN","inception_14-06_18h53m23s - val_ACC__MAX","inception_14-06_18h48m47s - val_ACC","inception_14-06_18h48m47s - val_ACC__MIN","inception_14-06_18h48m47s - val_ACC__MAX","model_14-06_13h18m58s - val_ACC","model_14-06_13h18m58s - val_ACC__MIN","model_14-06_13h18m58s - val_ACC__MAX","inception_14-06_18h47m47s - val_ACC","inception_14-06_18h47m47s - val_ACC__MIN","inception_14-06_18h47m47s - val_ACC__MAX","inception_14-06_18h47m32s - val_ACC","inception_14-06_18h47m32s - val_ACC__MIN","inception_14-06_18h47m32s - val_ACC__MAX","model_14-06_13h19m30s - val_ACC","model_14-06_13h19m30s - val_ACC__MIN","model_14-06_13h19m30s - val_ACC__MAX","inception_14-06_18h49m41s - val_ACC","inception_14-06_18h49m41s - val_ACC__MIN","inception_14-06_18h49m41s - val_ACC__MAX","inception_14-06_18h50m49s - val_ACC","inception_14-06_18h50m49s - val_ACC__MIN","inception_14-06_18h50m49s - val_ACC__MAX","dn121_14-06_18h56m40s - val_ACC","dn121_14-06_18h56m40s - val_ACC__MIN","dn121_14-06_18h56m40s - val_ACC__MAX","rn50_14-06_20h40m57s - val_ACC","rn50_14-06_20h40m57s - val_ACC__MIN","rn50_14-06_20h40m57s - val_ACC__MAX","rn50_14-06_20h42m45s - val_ACC","rn50_14-06_20h42m45s - val_ACC__MIN","rn50_14-06_20h42m45s - val_ACC__MAX","rn50_14-06_20h41m37s - val_ACC","rn50_14-06_20h41m37s - val_ACC__MIN","rn50_14-06_20h41m37s - val_ACC__MAX","rn50_14-06_20h46m45s - val_ACC","rn50_14-06_20h46m45s - val_ACC__MIN","rn50_14-06_20h46m45s - val_ACC__MAX","rn50_14-06_20h57m33s - val_ACC","rn50_14-06_20h57m33s - val_ACC__MIN","rn50_14-06_20h57m33s - val_ACC__MAX","rn50_14-06_20h46m36s - val_ACC","rn50_14-06_20h46m36s - val_ACC__MIN","rn50_14-06_20h46m36s - val_ACC__MAX"
"10","0.9865239262580872","0.9865239262580872","0.9865239262580872","0.9891083836555481","0.9891083836555481","0.9891083836555481","0.9872623085975647","0.9872623085975647","0.9872623085975647","0.9868931174278259","0.9868931174278259","0.9868931174278259","0.9920620322227478","0.9920620322227478","0.9920620322227478","0.9904006123542786","0.9904006123542786","0.9904006123542786","0.9922466278076172","0.9922466278076172","0.9922466278076172","0.9280044436454773","0.9280044436454773","0.9280044436454773","0.9056673645973206","0.9056673645973206","0.9056673645973206","0.9169281721115112","0.9169281721115112","0.9169281721115112","0.938342273235321","0.938342273235321","0.938342273235321","0.9254199862480164","0.9254199862480164","0.9254199862480164","0.8155806064605713","0.8155806064605713","0.8155806064605713","0.940372884273529","0.940372884273529","0.940372884273529","0.9296658635139465","0.9296658635139465","0.9296658635139465","0.827949047088623","0.827949047088623","0.827949047088623","0.9141591191291809","0.9141591191291809","0.9141591191291809","0.8951449394226074","0.8951449394226074","0.8951449394226074","0.9359424114227295","0.9359424114227295","0.9359424114227295","0.9416651129722595","0.9416651129722595","0.9416651129722595","0.9318811297416687","0.9318811297416687","0.9318811297416687","0.9405574798583984","0.9405574798583984","0.9405574798583984","0.7153406143188477","0.7153406143188477","0.7153406143188477","0.6143621802330017","0.6143621802330017","0.6143621802330017","0.7985970377922058","0.7985970377922058","0.7985970377922058","0.6248846054077148","0.6248846054077148","0.6248846054077148","0.5133838057518005","0.5133838057518005","0.5133838057518005","0.5189219117164612","0.5189219117164612","0.5189219117164612"
"11","0.9894775748252869","0.9894775748252869","0.9894775748252869","0.9894775748252869","0.9894775748252869","0.9894775748252869","0.990031361579895","0.990031361579895","0.990031361579895","0.9904006123542786","0.9904006123542786","0.9904006123542786","0.9907698035240173","0.9907698035240173","0.9907698035240173","0.9924312233924866","0.9924312233924866","0.9924312233924866","0.9889237880706787","0.9889237880706787","0.9889237880706787","0.9436957836151123","0.9436957836151123","0.9436957836151123","0.9425881505012512","0.9425881505012512","0.9425881505012512","0.9488646984100342","0.9488646984100342","0.9488646984100342","0.9545873999595642","0.9545873999595642","0.9545873999595642","0.9451726078987122","0.9451726078987122","0.9451726078987122","0.9139745235443115","0.9139745235443115","0.9139745235443115","0.9436957836151123","0.9436957836151123","0.9436957836151123","0.9363116025924683","0.9363116025924683","0.9363116025924683","0.909544050693512","0.909544050693512","0.909544050693512","0.9431419372558594","0.9431419372558594","0.9431419372558594","0.946649432182312","0.946649432182312","0.946649432182312","0.9361270070075989","0.9361270070075989","0.9361270070075989","0.8637622594833374","0.8637622594833374","0.8637622594833374","0.9113900661468506","0.9113900661468506","0.9113900661468506","0.9256045818328857","0.9256045818328857","0.9256045818328857","0.7205095291137695","0.7205095291137695","0.7205095291137695","0.620823323726654","0.620823323726654","0.620823323726654","0.8360716104507446","0.8360716104507446","0.8360716104507446","0.6594055891036987","0.6594055891036987","0.6594055891036987","0.5815026760101318","0.5815026760101318","0.5815026760101318","0.6276536583900452","0.6276536583900452","0.6276536583900452"
"12","0.991692841053009","0.991692841053009","0.991692841053009","0.9909543991088867","0.9909543991088867","0.9909543991088867","0.9911389946937561","0.9911389946937561","0.9911389946937561","0.9861546754837036","0.9861546754837036","0.9861546754837036","0.9892929792404175","0.9892929792404175","0.9892929792404175","0.9909543991088867","0.9909543991088867","0.9909543991088867","0.9894775748252869","0.9894775748252869","0.9894775748252869","0.9464648365974426","0.9464648365974426","0.9464648365974426","0.9601255059242249","0.9601255059242249","0.9601255059242249","0.9514491558074951","0.9514491558074951","0.9514491558074951","0.9490492939949036","0.9490492939949036","0.9490492939949036","0.9473878741264343","0.9473878741264343","0.9473878741264343","0.954033613204956","0.954033613204956","0.954033613204956","0.9472032785415649","0.9472032785415649","0.9472032785415649","0.9088056087493896","0.9088056087493896","0.9088056087493896","0.767768144607544","0.767768144607544","0.767768144607544","0.9490492939949036","0.9490492939949036","0.9490492939949036","0.9501569271087646","0.9501569271087646","0.9501569271087646","0.9233893156051636","0.9233893156051636","0.9233893156051636","0.9352039694786072","0.9352039694786072","0.9352039694786072","0.8742846846580505","0.8742846846580505","0.8742846846580505","0.8281336426734924","0.8281336426734924","0.8281336426734924","0.46021783351898193","0.46021783351898193","0.46021783351898193","0.6874653697013855","0.6874653697013855","0.6874653697013855","0.5951633453369141","0.5951633453369141","0.5951633453369141","0.6837732791900635","0.6837732791900635","0.6837732791900635","0.561750054359436","0.561750054359436","0.561750054359436","0.7005722522735596","0.7005722522735596","0.7005722522735596"
"13","0.9907698035240173","0.9907698035240173","0.9907698035240173","0.9918774366378784","0.9918774366378784","0.9918774366378784","0.9891083836555481","0.9891083836555481","0.9891083836555481","0.9874469041824341","0.9874469041824341","0.9874469041824341","0.9887391328811646","0.9887391328811646","0.9887391328811646","0.9907698035240173","0.9907698035240173","0.9907698035240173","0.9889237880706787","0.9889237880706787","0.9889237880706787","0.9350193738937378","0.9350193738937378","0.9350193738937378","0.9202510714530945","0.9202510714530945","0.9202510714530945","0.870223343372345","0.870223343372345","0.870223343372345","0.8669005036354065","0.8669005036354065","0.8669005036354065","0.9451726078987122","0.9451726078987122","0.9451726078987122","0.9484954476356506","0.9484954476356506","0.9484954476356506","0.9390806555747986","0.9390806555747986","0.9390806555747986","0.9451726078987122","0.9451726078987122","0.9451726078987122","0.9512645602226257","0.9512645602226257","0.9512645602226257","0.9510799050331116","0.9510799050331116","0.9510799050331116","0.9385268688201904","0.9385268688201904","0.9385268688201904","0.9617869853973389","0.9617869853973389","0.9617869853973389","0.5272290706634521","0.5272290706634521","0.5272290706634521","0.8903452157974243","0.8903452157974243","0.8903452157974243","0.930958092212677","0.930958092212677","0.930958092212677","0.49676942825317383","0.49676942825317383","0.49676942825317383","0.8124423027038574","0.8124423027038574","0.8124423027038574","0.4932619631290436","0.4932619631290436","0.4932619631290436","0.5556581020355225","0.5556581020355225","0.5556581020355225","0.5196603536605835","0.5196603536605835","0.5196603536605835","0.5866715908050537","0.5866715908050537","0.5866715908050537"
"14","0.9902159571647644","0.9902159571647644","0.9902159571647644","0.9911389946937561","0.9911389946937561","0.9911389946937561","0.9909543991088867","0.9909543991088867","0.9909543991088867","0.988000750541687","0.988000750541687","0.988000750541687","0.9915081858634949","0.9915081858634949","0.9915081858634949","0.990031361579895","0.990031361579895","0.990031361579895","0.9924312233924866","0.9924312233924866","0.9924312233924866","0.9342809915542603","0.9342809915542603","0.9342809915542603","0.9425881505012512","0.9425881505012512","0.9425881505012512","0.9257891774177551","0.9257891774177551","0.9257891774177551","0.9640021920204163","0.9640021920204163","0.9640021920204163","0.9344655871391296","0.9344655871391296","0.9344655871391296","0.9400036931037903","0.9400036931037903","0.9400036931037903","0.9556950330734253","0.9556950330734253","0.9556950330734253","0.9501569271087646","0.9501569271087646","0.9501569271087646","0.9440649747848511","0.9440649747848511","0.9440649747848511","0.9243123531341553","0.9243123531341553","0.9243123531341553","0.9588332772254944","0.9588332772254944","0.9588332772254944","0.8687465190887451","0.8687465190887451","0.8687465190887451","0.9484954476356506","0.9484954476356506","0.9484954476356506","0.8624700307846069","0.8624700307846069","0.8624700307846069","0.8929296731948853","0.8929296731948853","0.8929296731948853","0.7304781079292297","0.7304781079292297","0.7304781079292297","0.5495662093162537","0.5495662093162537","0.5495662093162537","0.5811334848403931","0.5811334848403931","0.5811334848403931","0.5133838057518005","0.5133838057518005","0.5133838057518005","0.5432896614074707","0.5432896614074707","0.5432896614074707","0.5569503307342529","0.5569503307342529","0.5569503307342529"
"15","0.9865239262580872","0.9865239262580872","0.9865239262580872","0.9918774366378784","0.9918774366378784","0.9918774366378784","0.9913235902786255","0.9913235902786255","0.9913235902786255","0.9887391328811646","0.9887391328811646","0.9887391328811646","0.990031361579895","0.990031361579895","0.990031361579895","0.9922466278076172","0.9922466278076172","0.9922466278076172","0.991692841053009","0.991692841053009","0.991692841053009","0.9595717191696167","0.9595717191696167","0.9595717191696167","0.9185896515846252","0.9185896515846252","0.9185896515846252","0.9300350546836853","0.9300350546836853","0.9300350546836853","0.9617869853973389","0.9617869853973389","0.9617869853973389","0.9058519601821899","0.9058519601821899","0.9058519601821899","0.9512645602226257","0.9512645602226257","0.9512645602226257","0.9669559001922607","0.9669559001922607","0.9669559001922607","0.94295734167099","0.94295734167099","0.94295734167099","0.9363116025924683","0.9363116025924683","0.9363116025924683","0.8678235411643982","0.8678235411643982","0.8678235411643982","0.9486801028251648","0.9486801028251648","0.9486801028251648","0.9145283102989197","0.9145283102989197","0.9145283102989197","0.8445634245872498","0.8445634245872498","0.8445634245872498","0.8163189888000488","0.8163189888000488","0.8163189888000488","0.9329887628555298","0.9329887628555298","0.9329887628555298","0.5325825810432434","0.5325825810432434","0.5325825810432434","0.8288720846176147","0.8288720846176147","0.8288720846176147","0.4436034560203552","0.4436034560203552","0.4436034560203552","0.767214298248291","0.767214298248291","0.767214298248291","0.40852871537208557","0.40852871537208557","0.40852871537208557","0.45006459951400757","0.45006459951400757","0.45006459951400757"
"16","0.992615818977356","0.992615818977356","0.992615818977356","0.991692841053009","0.991692841053009","0.991692841053009","0.9894775748252869","0.9894775748252869","0.9894775748252869","0.9896621704101562","0.9896621704101562","0.9896621704101562","0.9922466278076172","0.9922466278076172","0.9922466278076172","0.9918774366378784","0.9918774366378784","0.9918774366378784","0.9911389946937561","0.9911389946937561","0.9911389946937561","0.9407421350479126","0.9407421350479126","0.9407421350479126","0.9588332772254944","0.9588332772254944","0.9588332772254944","0.9091747999191284","0.9091747999191284","0.9091747999191284","0.9508953094482422","0.9508953094482422","0.9508953094482422","0.9556950330734253","0.9556950330734253","0.9556950330734253","0.9584640860557556","0.9584640860557556","0.9584640860557556","0.9416651129722595","0.9416651129722595","0.9416651129722595","0.9040058851242065","0.9040058851242065","0.9040058851242065","0.9464648365974426","0.9464648365974426","0.9464648365974426","0.9451726078987122","0.9451726078987122","0.9451726078987122","0.9315118789672852","0.9315118789672852","0.9315118789672852","0.9154513478279114","0.9154513478279114","0.9154513478279114","0.9176666140556335","0.9176666140556335","0.9176666140556335","0.8386560678482056","0.8386560678482056","0.8386560678482056","0.9470186233520508","0.9470186233520508","0.9470186233520508","0.5213217735290527","0.5213217735290527","0.5213217735290527","0.6594055891036987","0.6594055891036987","0.6594055891036987","0.6038397550582886","0.6038397550582886","0.6038397550582886","0.6156544089317322","0.6156544089317322","0.6156544089317322","0.5491969585418701","0.5491969585418701","0.5491969585418701","0.7112793326377869","0.7112793326377869","0.7112793326377869"
"17","0.9929850697517395","0.9929850697517395","0.9929850697517395","0.9911389946937561","0.9911389946937561","0.9911389946937561","0.9896621704101562","0.9896621704101562","0.9896621704101562","0.9913235902786255","0.9913235902786255","0.9913235902786255","0.990031361579895","0.990031361579895","0.990031361579895","0.9920620322227478","0.9920620322227478","0.9920620322227478","0.9865239262580872","0.9865239262580872","0.9865239262580872","0.9496030807495117","0.9496030807495117","0.9496030807495117","0.96861732006073","0.96861732006073","0.96861732006073","0.8977293968200684","0.8977293968200684","0.8977293968200684","0.96861732006073","0.96861732006073","0.96861732006073","0.9416651129722595","0.9416651129722595","0.9416651129722595","0.9213587045669556","0.9213587045669556","0.9213587045669556","0.9298504590988159","0.9298504590988159","0.9298504590988159","0.9505261182785034","0.9505261182785034","0.9505261182785034","0.936680793762207","0.936680793762207","0.936680793762207","0.9606793522834778","0.9606793522834778","0.9606793522834778","0.9117592573165894","0.9117592573165894","0.9117592573165894","0.9355732202529907","0.9355732202529907","0.9355732202529907","0.9422189593315125","0.9422189593315125","0.9422189593315125","0.9147129654884338","0.9147129654884338","0.9147129654884338","0.9422189593315125","0.9422189593315125","0.9422189593315125","0.518368124961853","0.518368124961853","0.518368124961853","0.5983016490936279","0.5983016490936279","0.5983016490936279","0.5305519700050354","0.5305519700050354","0.5305519700050354","0.6248846054077148","0.6248846054077148","0.6248846054077148","0.510983943939209","0.510983943939209","0.510983943939209","0.6331918239593506","0.6331918239593506","0.6331918239593506"
"18","0.993723452091217","0.993723452091217","0.993723452091217","0.9922466278076172","0.9922466278076172","0.9922466278076172","0.9911389946937561","0.9911389946937561","0.9911389946937561","0.9907698035240173","0.9907698035240173","0.9907698035240173","0.9924312233924866","0.9924312233924866","0.9924312233924866","0.9922466278076172","0.9922466278076172","0.9922466278076172","0.9904006123542786","0.9904006123542786","0.9904006123542786","0.9165589809417725","0.9165589809417725","0.9165589809417725","0.9520029425621033","0.9520029425621033","0.9520029425621033","0.9363116025924683","0.9363116025924683","0.9363116025924683","0.9625253677368164","0.9625253677368164","0.9625253677368164","0.9444341659545898","0.9444341659545898","0.9444341659545898","0.94295734167099","0.94295734167099","0.94295734167099","0.946649432182312","0.946649432182312","0.946649432182312","0.9333579540252686","0.9333579540252686","0.9333579540252686","0.9355732202529907","0.9355732202529907","0.9355732202529907","0.9357578158378601","0.9357578158378601","0.9357578158378601","0.9412959218025208","0.9412959218025208","0.9412959218025208","0.9172974228858948","0.9172974228858948","0.9172974228858948","0.9440649747848511","0.9440649747848511","0.9440649747848511","0.8445634245872498","0.8445634245872498","0.8445634245872498","0.9161897897720337","0.9161897897720337","0.9161897897720337","0.6350378394126892","0.6350378394126892","0.6350378394126892","0.7522614002227783","0.7522614002227783","0.7522614002227783","0.6808196306228638","0.6808196306228638","0.6808196306228638","0.7168174386024475","0.7168174386024475","0.7168174386024475","0.5427358150482178","0.5427358150482178","0.5427358150482178","0.6169466376304626","0.6169466376304626","0.6169466376304626"
"19","0.9931696653366089","0.9931696653366089","0.9931696653366089","0.9894775748252869","0.9894775748252869","0.9894775748252869","0.990031361579895","0.990031361579895","0.990031361579895","0.990585207939148","0.990585207939148","0.990585207939148","0.9924312233924866","0.9924312233924866","0.9924312233924866","0.9904006123542786","0.9904006123542786","0.9904006123542786","0.9902159571647644","0.9902159571647644","0.9902159571647644","0.9571718573570251","0.9571718573570251","0.9571718573570251","0.8532397747039795","0.8532397747039795","0.8532397747039795","0.9359424114227295","0.9359424114227295","0.9359424114227295","0.9632638096809387","0.9632638096809387","0.9632638096809387","0.9684327244758606","0.9684327244758606","0.9684327244758606","0.9477570652961731","0.9477570652961731","0.9477570652961731","0.9326195120811462","0.9326195120811462","0.9326195120811462","0.9379730224609375","0.9379730224609375","0.9379730224609375","0.9056673645973206","0.9056673645973206","0.9056673645973206","0.9104670286178589","0.9104670286178589","0.9104670286178589","0.9064057469367981","0.9064057469367981","0.9064057469367981","0.9475724697113037","0.9475724697113037","0.9475724697113037","0.9311426877975464","0.9311426877975464","0.9311426877975464","0.9329887628555298","0.9329887628555298","0.9329887628555298","0.9420343637466431","0.9420343637466431","0.9420343637466431","0.7467232942581177","0.7467232942581177","0.7467232942581177","0.8141037225723267","0.8141037225723267","0.8141037225723267","0.740077555179596","0.740077555179596","0.740077555179596","0.7284474968910217","0.7284474968910217","0.7284474968910217","0.3985600769519806","0.3985600769519806","0.3985600769519806","0.5709802508354187","0.5709802508354187","0.5709802508354187"
"20","0.9907698035240173","0.9907698035240173","0.9907698035240173","0.9902159571647644","0.9902159571647644","0.9902159571647644","0.9891083836555481","0.9891083836555481","0.9891083836555481","0.9909543991088867","0.9909543991088867","0.9909543991088867","0.9920620322227478","0.9920620322227478","0.9920620322227478","0.9902159571647644","0.9902159571647644","0.9902159571647644","0.9887391328811646","0.9887391328811646","0.9887391328811646","0.9147129654884338","0.9147129654884338","0.9147129654884338","0.9178512096405029","0.9178512096405029","0.9178512096405029","0.9136053323745728","0.9136053323745728","0.9136053323745728","0.9280044436454773","0.9280044436454773","0.9280044436454773","0.9682481288909912","0.9682481288909912","0.9682481288909912","0.9381576776504517","0.9381576776504517","0.9381576776504517","0.952372133731842","0.952372133731842","0.952372133731842","0.9160051941871643","0.9160051941871643","0.9160051941871643","0.8153959512710571","0.8153959512710571","0.8153959512710571","0.9316965341567993","0.9316965341567993","0.9316965341567993","0.9377884268760681","0.9377884268760681","0.9377884268760681","0.9612331390380859","0.9612331390380859","0.9612331390380859","0.9477570652961731","0.9477570652961731","0.9477570652961731","0.8811150193214417","0.8811150193214417","0.8811150193214417","0.8181650638580322","0.8181650638580322","0.8181650638580322","0.5802104473114014","0.5802104473114014","0.5802104473114014","0.7188480496406555","0.7188480496406555","0.7188480496406555","0.47978585958480835","0.47978585958480835","0.47978585958480835","0.5048919916152954","0.5048919916152954","0.5048919916152954","0.49566179513931274","0.49566179513931274","0.49566179513931274","0.3716078996658325","0.3716078996658325","0.3716078996658325"
"21","0.9933542609214783","0.9933542609214783","0.9933542609214783","0.99427729845047","0.99427729845047","0.99427729845047","0.9933542609214783","0.9933542609214783","0.9933542609214783","0.9924312233924866","0.9924312233924866","0.9924312233924866","0.9918774366378784","0.9918774366378784","0.9918774366378784","0.9894775748252869","0.9894775748252869","0.9894775748252869","0.9920620322227478","0.9920620322227478","0.9920620322227478","0.9368654489517212","0.9368654489517212","0.9368654489517212","0.9754476547241211","0.9754476547241211","0.9754476547241211","0.9462802410125732","0.9462802410125732","0.9462802410125732","0.9599409103393555","0.9599409103393555","0.9599409103393555","0.9396345019340515","0.9396345019340515","0.9396345019340515","0.9436957836151123","0.9436957836151123","0.9436957836151123","0.9412959218025208","0.9412959218025208","0.9412959218025208","0.9538490176200867","0.9538490176200867","0.9538490176200867","0.944618821144104","0.944618821144104","0.944618821144104","0.9545873999595642","0.9545873999595642","0.9545873999595642","0.9281890392303467","0.9281890392303467","0.9281890392303467","0.9342809915542603","0.9342809915542603","0.9342809915542603","0.9339117407798767","0.9339117407798767","0.9339117407798767","0.9250507950782776","0.9250507950782776","0.9250507950782776","0.9377884268760681","0.9377884268760681","0.9377884268760681","0.44618791341781616","0.44618791341781616","0.44618791341781616","0.7459848523139954","0.7459848523139954","0.7459848523139954","0.6313457489013672","0.6313457489013672","0.6313457489013672","0.7703526020050049","0.7703526020050049","0.7703526020050049","0.42052796483039856","0.42052796483039856","0.42052796483039856","0.5370131134986877","0.5370131134986877","0.5370131134986877"
"22","0.9920620322227478","0.9920620322227478","0.9920620322227478","0.9928004145622253","0.9928004145622253","0.9928004145622253","0.9907698035240173","0.9907698035240173","0.9907698035240173","0.991692841053009","0.991692841053009","0.991692841053009","0.9944618940353394","0.9944618940353394","0.9944618940353394","0.9915081858634949","0.9915081858634949","0.9915081858634949","0.9881853461265564","0.9881853461265564","0.9881853461265564","0.9621561765670776","0.9621561765670776","0.9621561765670776","0.9717555642127991","0.9717555642127991","0.9717555642127991","0.94295734167099","0.94295734167099","0.94295734167099","0.944618821144104","0.944618821144104","0.944618821144104","0.9204356670379639","0.9204356670379639","0.9204356670379639","0.9636330008506775","0.9636330008506775","0.9636330008506775","0.9385268688201904","0.9385268688201904","0.9385268688201904","0.952925980091095","0.952925980091095","0.952925980091095","0.9320657253265381","0.9320657253265381","0.9320657253265381","0.9088056087493896","0.9088056087493896","0.9088056087493896","0.9250507950782776","0.9250507950782776","0.9250507950782776","0.9508953094482422","0.9508953094482422","0.9508953094482422","0.9453572034835815","0.9453572034835815","0.9453572034835815","0.8968063592910767","0.8968063592910767","0.8968063592910767","0.9368654489517212","0.9368654489517212","0.9368654489517212","0.7463540434837341","0.7463540434837341","0.7463540434837341","0.7786597609519958","0.7786597609519958","0.7786597609519958","0.5851947665214539","0.5851947665214539","0.5851947665214539","0.8504707217216492","0.8504707217216492","0.8504707217216492","0.4980616569519043","0.4980616569519043","0.4980616569519043","0.4880930483341217","0.4880930483341217","0.4880930483341217"
"23","0.9924312233924866","0.9924312233924866","0.9924312233924866","0.9907698035240173","0.9907698035240173","0.9907698035240173","0.9911389946937561","0.9911389946937561","0.9911389946937561","0.9928004145622253","0.9928004145622253","0.9928004145622253","0.9909543991088867","0.9909543991088867","0.9909543991088867","0.988000750541687","0.988000750541687","0.988000750541687","0.990585207939148","0.990585207939148","0.990585207939148","0.9459110498428345","0.9459110498428345","0.9459110498428345","0.8921912312507629","0.8921912312507629","0.8921912312507629","0.9521875381469727","0.9521875381469727","0.9521875381469727","0.944618821144104","0.944618821144104","0.944618821144104","0.9538490176200867","0.9538490176200867","0.9538490176200867","0.9436957836151123","0.9436957836151123","0.9436957836151123","0.9422189593315125","0.9422189593315125","0.9422189593315125","0.9592025279998779","0.9592025279998779","0.9592025279998779","0.9381576776504517","0.9381576776504517","0.9381576776504517","0.9359424114227295","0.9359424114227295","0.9359424114227295","0.964925229549408","0.964925229549408","0.964925229549408","0.8910835981369019","0.8910835981369019","0.8910835981369019","0.9442495703697205","0.9442495703697205","0.9442495703697205","0.8960679173469543","0.8960679173469543","0.8960679173469543","0.9427727460861206","0.9427727460861206","0.9427727460861206","0.5235370397567749","0.5235370397567749","0.5235370397567749","0.8008122444152832","0.8008122444152832","0.8008122444152832","0.5244600176811218","0.5244600176811218","0.5244600176811218","0.6534982323646545","0.6534982323646545","0.6534982323646545","0.4279121160507202","0.4279121160507202","0.4279121160507202","0.532397985458374","0.532397985458374","0.532397985458374"
"24","0.9935388565063477","0.9935388565063477","0.9935388565063477","0.9920620322227478","0.9920620322227478","0.9920620322227478","0.9924312233924866","0.9924312233924866","0.9924312233924866","0.9918774366378784","0.9918774366378784","0.9918774366378784","0.9922466278076172","0.9922466278076172","0.9922466278076172","0.9913235902786255","0.9913235902786255","0.9913235902786255","0.990031361579895","0.990031361579895","0.990031361579895","0.960310161113739","0.960310161113739","0.960310161113739","0.9606793522834778","0.9606793522834778","0.9606793522834778","0.9141591191291809","0.9141591191291809","0.9141591191291809","0.9335425496101379","0.9335425496101379","0.9335425496101379","0.954033613204956","0.954033613204956","0.954033613204956","0.9340963363647461","0.9340963363647461","0.9340963363647461","0.956618070602417","0.956618070602417","0.956618070602417","0.8781613707542419","0.8781613707542419","0.8781613707542419","0.934650182723999","0.934650182723999","0.934650182723999","0.938342273235321","0.938342273235321","0.938342273235321","0.9518183469772339","0.9518183469772339","0.9518183469772339","0.8358870148658752","0.8358870148658752","0.8358870148658752","0.9431419372558594","0.9431419372558594","0.9431419372558594","0.9217278957366943","0.9217278957366943","0.9217278957366943","0.9425881505012512","0.9425881505012512","0.9425881505012512","0.47369393706321716","0.47369393706321716","0.47369393706321716","0.7325087785720825","0.7325087785720825","0.7325087785720825","0.7803212404251099","0.7803212404251099","0.7803212404251099","0.6112239360809326","0.6112239360809326","0.6112239360809326","0.5120915770530701","0.5120915770530701","0.5120915770530701","0.5682111978530884","0.5682111978530884","0.5682111978530884"
"25","0.992615818977356","0.992615818977356","0.992615818977356","0.992615818977356","0.992615818977356","0.992615818977356","0.9924312233924866","0.9924312233924866","0.9924312233924866","0.9907698035240173","0.9907698035240173","0.9907698035240173","0.9911389946937561","0.9911389946937561","0.9911389946937561","0.9887391328811646","0.9887391328811646","0.9887391328811646","0.9907698035240173","0.9907698035240173","0.9907698035240173","0.9669559001922607","0.9669559001922607","0.9669559001922607","0.9520029425621033","0.9520029425621033","0.9520029425621033","0.9444341659545898","0.9444341659545898","0.9444341659545898","0.9396345019340515","0.9396345019340515","0.9396345019340515","0.9340963363647461","0.9340963363647461","0.9340963363647461","0.9316965341567993","0.9316965341567993","0.9316965341567993","0.9610485434532166","0.9610485434532166","0.9610485434532166","0.9497876763343811","0.9497876763343811","0.9497876763343811","0.9387114644050598","0.9387114644050598","0.9387114644050598","0.9575410485267639","0.9575410485267639","0.9575410485267639","0.8717002272605896","0.8717002272605896","0.8717002272605896","0.8881299495697021","0.8881299495697021","0.8881299495697021","0.9497876763343811","0.9497876763343811","0.9497876763343811","0.93723464012146","0.93723464012146","0.93723464012146","0.9292966723442078","0.9292966723442078","0.9292966723442078","0.532951831817627","0.532951831817627","0.532951831817627","0.7720140218734741","0.7720140218734741","0.7720140218734741","0.6558980941772461","0.6558980941772461","0.6558980941772461","0.8615469932556152","0.8615469932556152","0.8615469932556152","0.41572827100753784","0.41572827100753784","0.41572827100753784","0.45892560482025146","0.45892560482025146","0.45892560482025146"
